agent_id,trial,phenotype,action,reward
3,94,random,0,0
3,95,random,1,0
3,96,random,0,1
3,97,random,1,0
3,98,random,1,1
3,99,random,0,0
3,100,random,1,0
3,101,random,1,0
3,102,random,1,0
3,103,random,1,0
3,104,random,1,1
3,105,random,1,1
3,106,random,0,1
3,107,random,0,1
3,108,random,0,0
3,109,random,0,1
3,110,random,0,0
3,111,random,1,0
3,112,random,1,0
3,113,random,1,0
3,114,random,1,0
3,115,random,1,1
3,116,random,0,1
3,117,random,0,1
3,118,random,1,0
3,119,random,0,1
3,120,random,1,0
3,121,random,0,1
3,122,random,0,0
3,123,random,0,1
3,124,random,1,1
3,125,random,0,0
3,126,random,1,0
3,127,random,1,1
3,128,random,0,1
3,129,random,0,0
3,130,random,1,0
3,131,random,0,1
3,132,random,1,0
3,133,random,0,0
3,134,random,0,0
3,135,random,0,1
3,136,random,0,1
3,137,random,1,0
3,138,random,1,0
3,139,random,1,0
3,140,random,1,1
3,141,random,0,1
3,142,random,1,1
3,143,random,0,0
3,144,random,1,1
3,145,random,1,1
3,146,random,0,1
3,147,random,0,0
3,148,random,1,0
3,149,random,1,1
4,0,slow_learner,1,0
4,1,slow_learner,1,0
4,2,slow_learner,0,1
4,3,slow_learner,0,1
4,4,slow_learner,0,1
4,5,slow_learner,0,1
4,6,slow_learner,0,0
4,7,slow_learner,0,1
4,8,slow_learner,0,1
4,9,slow_learner,0,1
4,10,slow_learner,0,1
4,11,slow_learner,0,1
4,12,slow_learner,0,1
4,13,slow_learner,0,0
4,14,slow_learner,0,1
4,15,slow_learner,0,1
4,16,slow_learner,0,0
4,17,slow_learner,0,0
4,18,slow_learner,0,0
4,19,slow_learner,0,0
4,20,slow_learner,0,1
4,21,slow_learner,0,1
4,22,slow_learner,0,1
4,23,slow_learner,0,0
4,24,slow_learner,0,1
4,25,slow_learner,0,0
4,26,slow_learner,0,0
4,27,slow_learner,0,1
4,28,slow_learner,0,1
4,29,slow_learner,0,0
4,30,slow_learner,0,1
4,31,slow_learner,0,1
4,32,slow_learner,0,1
4,33,slow_learner,0,1
4,34,slow_learner,0,0
4,35,slow_learner,0,1
4,36,slow_learner,0,1
4,37,slow_learner,0,1
4,38,slow_learner,0,1
4,39,slow_learner,0,1
4,40,slow_learner,0,1
4,41,slow_learner,0,0
4,42,slow_learner,0,1
4,43,slow_learner,0,1
4,44,slow_learner,0,1
4,45,slow_learner,0,0
4,46,slow_learner,0,1
4,47,slow_learner,0,1
4,48,slow_learner,0,1
4,49,slow_learner,0,1
4,50,slow_learner,0,1
4,51,slow_learner,0,1
4,52,slow_learner,0,0
4,53,slow_learner,0,0
4,54,slow_learner,0,0
4,55,slow_learner,0,0
4,56,slow_learner,0,1
4,57,slow_learner,0,1
4,58,slow_learner,0,1
4,59,slow_learner,0,1
4,60,slow_learner,0,0
4,61,slow_learner,0,0
4,62,slow_learner,0,1
4,63,slow_learner,0,1
4,64,slow_learner,0,1
4,65,slow_learner,0,1
4,66,slow_learner,0,1
4,67,slow_learner,0,1
4,68,slow_learner,0,1
4,69,slow_learner,0,1
4,70,slow_learner,0,1
4,71,slow_learner,0,1
4,72,slow_learner,0,1
4,73,slow_learner,0,1
4,74,slow_learner,0,1
4,75,slow_learner,0,1
4,76,slow_learner,0,1
4,77,slow_learner,0,0
4,78,slow_learner,0,1
4,79,slow_learner,0,1
4,80,slow_learner,0,1
4,81,slow_learner,0,0
4,82,slow_learner,0,1
4,83,slow_learner,0,1
4,84,slow_learner,0,1
4,85,slow_learner,0,0
4,86,slow_learner,0,0
4,87,slow_learner,0,1
4,88,slow_learner,0,0
4,89,slow_learner,0,1
4,90,slow_learner,0,1
4,91,slow_learner,0,1
4,92,slow_learner,0,1
4,93,slow_learner,0,1
4,94,slow_learner,0,1
4,95,slow_learner,0,1
4,96,slow_learner,0,0
4,97,slow_learner,0,1
4,98,slow_learner,0,1
4,99,slow_learner,0,1
4,100,slow_learner,0,1
4,101,slow_learner,0,0
4,102,slow_learner,0,1
4,103,slow_learner,0,1
4,104,slow_learner,0,0
4,105,slow_learner,0,1
4,106,slow_learner,0,1
4,107,slow_learner,0,1
4,108,slow_learner,0,0
4,109,slow_learner,0,1
4,110,slow_learner,0,0
4,111,slow_learner,0,0
4,112,slow_learner,0,1
4,113,slow_learner,0,1
4,114,slow_learner,0,1
4,115,slow_learner,0,0
4,116,slow_learner,0,0
4,117,slow_learner,0,1
4,118,slow_learner,0,1
4,119,slow_learner,0,0
4,120,slow_learner,0,0
4,121,slow_learner,0,1
4,122,slow_learner,0,1
4,123,slow_learner,0,1
4,124,slow_learner,0,1
4,125,slow_learner,0,1
4,126,slow_learner,0,1
4,127,slow_learner,0,1
4,128,slow_learner,0,1
4,129,slow_learner,0,1
4,130,slow_learner,0,0
4,131,slow_learner,0,1
4,132,slow_learner,0,0
4,133,slow_learner,0,0
4,134,slow_learner,0,1
4,135,slow_learner,0,1
4,136,slow_learner,0,1
4,137,slow_learner,0,0
4,138,slow_learner,0,1
4,139,slow_learner,0,1
4,140,slow_learner,0,1
4,141,slow_learner,0,1
4,142,slow_learner,0,1
4,143,slow_learner,0,1
4,144,slow_learner,0,1
4,145,slow_learner,0,1
4,146,slow_learner,0,1
4,147,slow_learner,0,1
4,148,slow_learner,0,1
4,149,slow_learner,0,0
5,0,random,1,0
5,1,random,1,1
5,2,random,0,1
5,3,random,1,0
5,4,random,1,0
5,5,random,0,0
5,6,random,0,1
5,7,random,0,1
5,8,random,1,0
5,9,random,1,1
5,10,random,1,0
5,11,random,0,0
5,12,random,1,0
5,13,random,0,1
5,14,random,1,1
5,15,random,1,1
5,16,random,1,0
5,17,random,0,1
5,18,random,0,0
5,19,random,0,1
5,20,random,0,1
5,21,random,0,1
5,22,random,1,0
5,23,random,1,0
5,24,random,0,1
5,25,random,1,0
5,26,random,0,1
5,27,random,1,0
5,28,random,0,0
5,29,random,1,0
5,30,random,1,1
5,31,random,0,1
5,32,random,1,0
5,33,random,0,1
5,34,random,1,0
5,35,random,1,0
5,36,random,0,1
5,37,random,0,1
5,38,random,1,0
5,39,random,0,1
5,40,random,0,1
5,41,random,0,0
5,42,random,0,1
5,43,random,1,0
5,44,random,1,0
5,45,random,1,0
5,46,random,0,1
5,47,random,1,0
5,48,random,0,0
5,49,random,0,1
5,50,random,0,0
5,51,random,0,0
5,52,random,1,0
5,53,random,1,0
5,54,random,0,0
5,55,random,1,0
5,56,random,0,1
5,57,random,0,1
5,58,random,0,1
5,59,random,0,1
5,60,random,0,1
5,61,random,1,0
5,62,random,1,1
5,63,random,0,0
5,64,random,1,0
5,65,random,0,1
5,66,random,0,1
5,67,random,1,0
5,68,random,1,1
5,69,random,0,1
5,70,random,1,0
5,71,random,0,1
5,72,random,0,0
5,73,random,1,1
5,74,random,1,0
5,75,random,0,1
5,76,random,0,0
5,77,random,1,0
5,78,random,1,1
5,79,random,1,0
5,80,random,0,1
5,81,random,0,1
5,82,random,1,0
5,83,random,1,1
5,84,random,1,0
5,85,random,1,0
5,86,random,0,1
5,87,random,0,1
5,88,random,1,0
5,89,random,0,1
5,90,random,1,0
5,91,random,0,1
5,92,random,0,1
5,93,random,1,0
5,94,random,0,1
5,95,random,1,0
5,96,random,0,1
5,97,random,0,1
5,98,random,1,1
5,99,random,1,1
5,100,random,0,1
5,101,random,0,1
5,102,random,0,1
5,103,random,0,0
5,104,random,0,1
5,105,random,0,0
5,106,random,1,0
5,107,random,0,1
5,108,random,0,0
5,109,random,1,0
5,110,random,0,1
5,111,random,0,1
5,112,random,1,0
5,113,random,0,1
5,114,random,0,0
5,115,random,0,1
5,116,random,1,0
5,117,random,1,0
5,118,random,1,0
5,119,random,0,1
5,120,random,1,1
5,121,random,0,1
